Timestamp,¿Para qué tipo de empresa trabaja?,La empresa para la que usted trabaja se dedica principalmente a,¿Cuantos años de fundada tiene la empresa para la que trabaja?,¿Tiene usted título de fundador en la empresa?,¿Qué porcentaje de su tiempo laboral se ocupa en tareas relacionadas a desarrollo de software?,¿Qué porcentaje de su tiempo laboral se ocupa en gerencia de proyectos?,¿Qué porcentaje de su tiempo laboral se ocupa en liderazgo técnico?,¿Qué porcentaje de su tiempo laboral se ocupa en gerencia de ingenieria?,¿Cuánto tiempo lleva en su cargo actual (incluyendo freelance)?,¿Cuántos años de experiencia en desarrollo de software profesional tiene?,¿En cuál de los siguientes lenguajes de programación ocupa la mayoría de su tiempo laboral?,Tipo de relación laboral,¿Tiene titulo universitario o técnico?,¿Estudío alguna carrera de PREgrado relacionada a ingeniería de sistemas?,¿Estudío alguna carrera de POSTgrado relacionada a ingeniería de sistemas?,¿Tomó clases de programación o algorítmia en la universidad?,¿Cuál es su máximo titulo alcanzado (graduado)?,¿A usted le pagan en pesos colombianos (COP) o dólares (USD)?,¿Cuanto es su salario ANUAL?,¿Cuanto era el salario ANUAL de su trabajo anterior?,¿Quién paga su seguro de salud?,¿Quién paga sus pensiones y cesantias?,"Si tiene acciones (opciones) en la empresa, que porcentaje de participación tiene",¿Trabaja usted en proyectos freelance a pesar de tener trabajo tiempo completo?,¿Cuanto fue el total de sus ingresos adicionales de proyectos freelance el año pasado?,¿Siente que su salario es justo?,¿Cuantos años tiene?,¿Con cual pronombre prefiere que se refieran a usted?,¿Cuál es su nivel de inglés para realizar conversaciones técnicas sobre software?,¿Se considera usted parte de una minoría racial o étnica?,¿Cuantos hijos tiene?,¿En que ciudad de Colombia vive?
1/13/2016 13:07:43,empresa Colombiana con mercado Colombiano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",2 - 5,no,50 - 60%,40 - 50%,50 - 60%,30 - 40%,3 - 5 años,5 - 10 años,Python,contratista,universitario,no,no,no,pregrado,pesos,"$100,000,000.00",$0.00,yo,no tengo,1 - 5%,si,80000000,no,29,el,avanzado,no,1,Barranquilla
1/13/2016 13:08:23,empresa Colombiana con mercado Colombiano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,no,90 - 100%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,3 - 5 años,Java,empleado,universitario,si,no,si,pregrado,pesos,"$23,256,000.00","$16,800,000.00",mi empleador,mi empleador,no tengo,no,0,no,28,el,intermedio,no,0,Cali
1/13/2016 13:10:41,empresa Colombiana con mercado latinoamericano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,no,20 - 30%,30 - 40%,30 - 40%,0 - 10%,2 años,2 años,pl sql,empleado,universitario,si,no,si,pregrado,pesos,"$21,852,000.00","$20,400,000.00",mi empleador,mi empleador,no tengo,no,0,no,24,ella,básico,no,0,Bogotá
1/13/2016 13:15:26,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,no,30 - 40%,no tengo responsabilidades de este tipo,70 - 80%,no tengo responsabilidades gerenciales,1 año,10 - 15 años,Java,empleado,universitario,si,no,si,pregrado,pesos,"$78,000,000.00","$40,000,000.00",mi empleador,mi empleador,no tengo,no,0,si,31,el,avanzado,no,0,Barranquilla
1/13/2016 13:18:37,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,80 - 90%,10 - 20%,20 - 30%,0 - 10%,menos de 1 año,5 - 10 años,JavaScript,empleado,universitario,no,no,si,pregrado,pesos,"$55,000,000.00","$40,000,000.00",mi empleador,mi empleador,no tengo,no,8000000,no,27,el,básico,no,1,Bogotá
1/13/2016 13:19:24,empresa Colombiana con mercado Colombiano,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",más de 10,no,20 - 30%,30 - 40%,50 - 60%,no tengo responsabilidades gerenciales,3 - 5 años,5 - 10 años,JavaScript,empleado,universitario,si,si,si,maestria,pesos,"$4,500,000.00","$2,600,000.00",mi empleador,mi empleador,no tengo,si,6000000,no,36,el,intermedio,no,1,Bogotá
1/13/2016 13:19:53,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,JavaScript,empleado,universitario,si,no,si,pregrado,pesos,"$3,800,000.00","$2,100,000.00",mi empleador,mi empleador,no tengo,si,1000000,si,34,ella,intermedio,no,0,Envigado
1/13/2016 13:21:44,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,más de 10,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,3 - 5 años,PHP,empleado,universitario,si,no,si,pregrado,pesos,"$36,800,000.00","$26,500,000.00",mi empleador,mi empleador,no tengo,no,0,si,29,el,intermedio,no,0,Medellin
1/13/2016 13:23:37,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,90 - 100%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,1 año,3 - 5 años,Java,empleado,universitario,si,no,si,pregrado,pesos,"$28,000,000.00","$19,000,000.00",mi empleador,mi empleador,no tengo,no,0,no,27,el,avanzado,no,0,Cali
1/13/2016 13:25:39,empresa extranjera,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",5 - 10,no,90 - 100%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,2 años,2 años,JavaScript,contratista,ningúno,si,no,si,bachiller,pesos,"$36,000,000.00","$14,400,000.00",yo,yo,no tengo,no,0,si,21,el,intermedio,no,0,Medellin
1/13/2016 13:26:41,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,2 - 5,si,20 - 30%,20 - 30%,40 - 50%,no tengo responsabilidades gerenciales,3 - 5 años,10 - 15 años,Java,empleado,universitario,si,si,si,post-doctorado,pesos,"$4,000,000.00","$3,000,000.00",mi empleador,mi empleador,mas de 20%,no,0,no,33,el,intermedio,no,1,Bogota
1/13/2016 13:30:15,empresa Colombiana con mercado Colombiano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,no,70 - 80%,10 - 20%,60 - 70%,no tengo responsabilidades gerenciales,2 años,5 - 10 años,C#,empleado,universitario,si,no,si,pregrado,pesos,"$36,000,000.00","$30,000,000.00",mi empleador,mi empleador,no tengo,no,0,no,31,el,intermedio,Afrocolombiano o Afrodescendiente,1,Medellin
1/13/2016 13:31:42,empresa Colombiana con mercado global,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,no,10 - 20%,80 - 90%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,2 años,3 - 5 años,SQL,empleado,universitario,si,no,si,pregrado,pesos,"$25,000,000.00","$10,000,000.00",mi empleador,mi empleador,no tengo,no,0,no,26,Ing.,avanzado,no,0,Cali
1/13/2016 13:31:53,empresa Colombiana con mercado Colombiano,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",2 - 5,no,90 - 100%,0 - 10%,10 - 20%,no tengo responsabilidades gerenciales,menos de 1 año,más de 15 años,C#,empleado,técnico,si,no,si,pregrado,pesos,"$52,000,000.00","$20,000,000.00",mi empleador,mi empleador,no tengo,si,5000000,no,49,el,intermedio,no,5,Bogota
1/13/2016 13:32:13,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,90 - 100%,0 - 10%,30 - 40%,no tengo responsabilidades gerenciales,2 años,3 - 5 años,JavaScript,contratista,universitario,si,no,si,pregrado,dolares,"$25,000,000.00","$18,000,000.00",yo,yo,no tengo,si,2000000,no,27,el,intermedio,no,0,Manizales
1/13/2016 13:33:03,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,más de 10,no,50 - 60%,no tengo responsabilidades de este tipo,30 - 40%,no tengo responsabilidades gerenciales,1 año,5 - 10 años,Objective-C,empleado,universitario,si,no,si,pregrado,pesos,"$96,000,000.00","$65,000,000.00",mi empleador,mi empleador,no tengo,no,0,no,29,el,avanzado,no,0,Medellín
1/13/2016 13:34:04,empresa Colombiana con mercado global,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,2 años,JavaScript,empleado,ningúno,si,no,si,bachiller,pesos,"$27,000,000.00","$20,000,000.00",mi empleador,mi empleador,no tengo,no,0,si,22,el,avanzado,no,0,Medellín
1/13/2016 13:34:49,empresa extranjera,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,no,20 - 30%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,2 años,3 - 5 años,Java,empleado,universitario,si,no,si,pregrado,pesos,"$30,000,000.00","$35,000,000.00",mi empleador,mi empleador,no tengo,no,0,no,29,el,básico,no,0,Bogota
1/13/2016 13:35:00,empresa Colombiana con mercado latinoamericano,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,no,90 - 100%,no tengo responsabilidades de este tipo,70 - 80%,no tengo responsabilidades gerenciales,1 año,3 - 5 años,Java,empleado,universitario,si,no,si,pregrado,pesos,"$55,000,000.00","$40,000,000.00",mi empleador,mi empleador,no tengo,no,0,no,25,el,avanzado,no,0,Bogotá
1/13/2016 13:35:17,empresa Colombiana con mercado Colombiano,otro,más de 10,no,60 - 70%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,SQL,contratista,universitario,si,no,si,pregrado,pesos,"$1,900,000.00","$1,450,000.00",yo,yo,no tengo,no,0,no,36,el,intermedio,no,0,Bogotá D.C.
1/13/2016 13:38:22,empresa Colombiana con mercado latinoamericano,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,5 - 10 años,5 - 10 años,Java,empleado,universitario,si,no,si,pregrado,pesos,"$26,000,000.00","$26,000,000.00",mi empleador,mi empleador,no tengo,no,0,no,27,el,ninguno,no,0,Manizales
1/13/2016 13:39:27,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,80 - 90%,0 - 10%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,1 año,2 años,PHP,contratista,universitario,si,no,si,pregrado,pesos,"$22,000,000.00",$0.00,yo,yo,no tengo,si,5000000,no,24,el,intermedio,no,0,cali
1/13/2016 13:42:04,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,más de 10,no,70 - 80%,10 - 20%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,2 años,5 - 10 años,Java,empleado,universitario,si,si,si,maestria,pesos,"$37,700,000.00","$30,000,000.00",mi empleador,mi empleador,no tengo,no,0,si,32,ella,básico,no,0,cali
1/13/2016 13:42:22,empresa Colombiana con mercado Colombiano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,no,70 - 80%,0 - 10%,0 - 10%,0 - 10%,1 año,2 años,PHP,empleado,universitario,si,no,si,pregrado,pesos,"$21,600,000.00","$18,000,000.00",mi empleador,mi empleador,no tengo,no,0,si,31,el,básico,no,1,Medellín
1/13/2016 13:42:42,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,más de 10,no,70 - 80%,0 - 10%,0 - 10%,no tengo responsabilidades gerenciales,2 años,3 - 5 años,JavaScript,empleado,universitario,si,no,si,pregrado,pesos,"$24,000,000.00","$7,000,000.00",mi empleador,mi empleador,no tengo,no,0,si,25,el,intermedio,no,0,Cali
1/13/2016 13:46:35,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,más de 10,no,80 - 90%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,1 año,3 - 5 años,PHP,empleado,universitario,si,si,si,pregrado,pesos,"$36,000,000.00","$25,000,000.00",mi empleador,mi empleador,no tengo,no,3000000,si,28,el,intermedio,no,0,Medellín
1/13/2016 13:48:41,empresa Colombiana con mercado EEUU,otro,5 - 10,no,80 - 90%,0 - 10%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,1 año,1 año,Java,empleado,universitario,si,no,si,pregrado,pesos,"$24,864,000.00","$3,600,000.00",mi empleador,mi empleador,no tengo,no,0,no,25,ella,avanzado,Afrocolombiano o Afrodescendiente,0,Cali
1/13/2016 13:50:24,empresa extranjera,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",5 - 10,no,70 - 80%,0 - 10%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,Java,empleado,universitario,si,si,si,maestria,pesos,"$39,000,000.00","$32,400,000.00",mi empleador,mi empleador,no tengo,no,0,no,28,el,básico,no,0,Pereira
1/13/2016 13:51:22,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,80 - 90%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,menos de 1 año,3 - 5 años,Java,empleado,universitario,si,no,si,pregrado,pesos,"$58,800,000.00","$36,100,000.00",mi empleador,mi empleador,no tengo,no,0,si,26,el,intermedio,no,0,Medellín
1/13/2016 13:51:43,empresa Colombiana con mercado latinoamericano,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",más de 10,no,80 - 90%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,Java,empleado,universitario,si,no,si,pregrado,pesos,"$38,000,000.00","$15,000,000.00",mi empleador,mi empleador,no tengo,no,0,no,29,el,intermedio,no,0,Bogota
1/13/2016 13:53:25,empresa Colombiana con mercado latinoamericano,consultoría y servicios de desarrollo de software a la medida,más de 10,no,30 - 40%,10 - 20%,10 - 20%,10 - 20%,3 - 5 años,5 - 10 años,Java,empleado,universitario,si,no,si,pregrado,pesos,"$52,550,000.00","$53,200,000.00",mi empleador,mi empleador,no tengo,no,0,no,33,el,básico,no,0,Medellin
1/13/2016 13:53:37,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,2 años,5 - 10 años,PHP,empleado,universitario,no,no,no,pregrado,pesos,"$2,400,000.00","$2,000,000.00",mi empleador,mi empleador,no tengo,si,12000000,no,36,Sr.,intermedio,no,3,Medellin
1/13/2016 13:53:56,empresa Colombiana con mercado global,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,70 - 80%,no tengo responsabilidades de este tipo,70 - 80%,no tengo responsabilidades gerenciales,2 años,5 - 10 años,Python,empleado,ningúno,no,no,no,bachiller,pesos,"$32,400,000.00","$14,400,000.00",yo,yo,no tengo,no,0,si,24,el,intermedio,no,0,Bogotá
1/13/2016 13:57:30,empresa Colombiana con mercado global,otro,más de 10,no,60 - 70%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,menos de 1 año,Java,empleado,técnico,si,no,si,pregrado,pesos,"$14,000,000.00","$7,200,000.00",mi empleador,mi empleador,no tengo,no,0,no,21,el,intermedio,no,0,medellin
1/13/2016 14:01:07,empresa Colombiana con mercado Colombiano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,no,50 - 60%,50 - 60%,30 - 40%,50 - 60%,1 año,5 - 10 años,C#,empleado,universitario,si,no,si,pregrado,pesos,"$6,500,000.00","$4,700,000.00",mi empleador,mi empleador,no tengo,no,0,si,29,el,intermedio,no,1,bogota
1/13/2016 14:03:48,empresa extranjera,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",1,si,40 - 50%,10 - 20%,20 - 30%,10 - 20%,1 año,5 - 10 años,Python,contratista,universitario,si,no,si,pregrado,pesos,"$60,000,000.00","$54,000,000.00",yo,yo,5 - 10%,no,0,si,32,el,avanzado,no,0,Medellín
1/13/2016 14:04:38,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,80 - 90%,0 - 10%,0 - 10%,0 - 10%,menos de 1 año,3 - 5 años,Java,empleado,universitario,si,no,si,pregrado,pesos,"$4,000,000.00","$1,500,000.00",mi empleador,mi empleador,no tengo,no,0,no,28,el,avanzado,no,0,Medellin
1/13/2016 14:08:02,empresa Colombiana con mercado Colombiano,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",más de 10,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,1 año,1 año,C#,empleado,técnico,si,no,si,pregrado,pesos,"$26,000,000.00","$14,000,000.00",mi empleador,mi empleador,no tengo,no,0,no,36,Por mi nombre,básico,no,4,Mosquera
1/13/2016 14:08:48,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,1 año,3 - 5 años,Java,empleado,universitario,si,si,si,pregrado,pesos,"$82,500,000.00","$63,000,000.00",mi empleador,mi empleador,no tengo,no,0,si,29,el,avanzado,no,0,Envigado
1/13/2016 14:09:12,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,no,80 - 90%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,JavaScript,empleado,universitario,si,no,si,pregrado,pesos,"$70,000,000.00","$55,000,000.00",mi empleador,mi empleador,no tengo,no,0,si,26,el,avanzado,no,0,Medellín
1/13/2016 14:10:18,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,más de 10,no,80 - 90%,no tengo responsabilidades de este tipo,20 - 30%,20 - 30%,menos de 1 año,2 años,Java,empleado,universitario,si,no,si,pregrado,pesos,"$27,600,000.00","$37,200,000.00",mi empleador,mi empleador,no tengo,no,0,no,24,el,básico,no,0,Tulua
1/13/2016 14:11:32,empresa Colombiana con mercado Colombiano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,10 - 15 años,10 - 15 años,PHP,empleado,universitario,no,si,si,pregrado,pesos,"$56,748,000.00","$12,000,000.00",mi empleador,mi empleador,no tengo,si,15000000,no,47,el,básico,no,2,Bogotá D.C
1/13/2016 14:11:45,empresa Colombiana con mercado Colombiano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,no,90 - 100%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,más de 15 años,más de 15 años,HTML/CSS,empleado,universitario,si,si,si,pregrado,pesos,"$400,000.00","$42,000,000.00",mi empleador,mi empleador,no tengo,no,0,no,44,el,básico,no,2, Bogotá 
1/13/2016 14:12:47,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,2 - 5,si,60 - 70%,20 - 30%,0 - 10%,0 - 10%,3 - 5 años,3 - 5 años,JavaScript,freelance,universitario,si,no,si,bachiller,pesos,"$9,000,000.00","$9,000,000.00",yo,yo,no tengo,no,0,no,23,el,intermedio,no,0,Pereira
1/13/2016 14:12:55,empresa Colombiana con mercado EEUU,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",2 - 5,no,80 - 90%,0 - 10%,40 - 50%,40 - 50%,10 - 15 años,10 - 15 años,PHP,contratista,técnico,si,no,no,pregrado,pesos,"$60,000,000.00","$18,000,000.00",yo,yo,1 - 5%,si,12000000,si,27,el,intermedio,no,0,Medellín
1/13/2016 14:14:15,empresa extranjera,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",más de 10,no,80 - 90%,0 - 10%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,1 año,3 - 5 años,Java,empleado,universitario,si,no,no,pregrado,pesos,"$70,000,000.00","$70,000,000.00",mi empleador,mi empleador,no tengo,no,0,si,25,el,básico,no,1,Bogotá
1/13/2016 14:14:21,soy independiente (freelance),soy independiente,soy independiente,no,90 - 100%,50 - 60%,70 - 80%,70 - 80%,más de 15 años,más de 15 años,PHP,freelance,universitario,si,no,si,pregrado,pesos,"$40,000,000.00","$20,000,000.00",no tengo,no tengo,no tengo,soy independiente,40000000,no,41,el,ninguno,no,3,Pereira
1/13/2016 14:15:29,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,más de 10,no,90 - 100%,0 - 10%,50 - 60%,0 - 10%,1 año,1 año,JavaScript,empleado,universitario,si,no,no,bachiller,pesos,"$3,840,000.00","$320,000.00",yo,no tengo,mas de 20%,si,0,si,18,el,básico,no,0,Girardot
1/13/2016 14:15:56,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,2 - 5,si,50 - 60%,30 - 40%,30 - 40%,20 - 30%,3 - 5 años,10 - 15 años,JavaScript,empleado,universitario,si,no,si,pregrado,pesos,"$4,500,000.00","$3,200,000.00",mi empleador,mi empleador,mas de 20%,no,0,si,33,el,intermedio,no,1,Medellin 
