Timestamp,¿Para qué tipo de empresa trabaja?,La empresa para la que usted trabaja se dedica principalmente a,¿Cuantos años de fundada tiene la empresa para la que trabaja?,¿Tiene usted título de fundador en la empresa?,¿Qué porcentaje de su tiempo laboral se ocupa en tareas relacionadas a desarrollo de software?,¿Qué porcentaje de su tiempo laboral se ocupa en gerencia de proyectos?,¿Qué porcentaje de su tiempo laboral se ocupa en liderazgo técnico?,¿Qué porcentaje de su tiempo laboral se ocupa en gerencia de ingenieria?,¿Cuánto tiempo lleva en su cargo actual (incluyendo freelance)?,¿Cuántos años de experiencia en desarrollo de software profesional tiene?,¿En cuál de los siguientes lenguajes de programación ocupa la mayoría de su tiempo laboral?,Tipo de relación laboral,¿Tiene titulo universitario o técnico?,¿Estudío alguna carrera de PREgrado relacionada a ingeniería de sistemas?,¿Estudío alguna carrera de POSTgrado relacionada a ingeniería de sistemas?,¿Tomó clases de programación o algorítmia en la universidad?,¿Cuál es su máximo titulo alcanzado (graduado)?,¿A usted le pagan en pesos colombianos (COP) o dólares (USD)?,¿Cuanto es su salario ANUAL?,¿Cuanto era el salario ANUAL de su trabajo anterior?,¿Quién paga su seguro de salud?,¿Quién paga sus pensiones y cesantias?,"Si tiene acciones (opciones) en la empresa, que porcentaje de participación tiene",¿Trabaja usted en proyectos freelance a pesar de tener trabajo tiempo completo?,¿Cuanto fue el total de sus ingresos adicionales de proyectos freelance el año pasado?,¿Siente que su salario es justo?,¿Cuantos años tiene?,¿Con cual pronombre prefiere que se refieran a usted?,¿Cuál es su nivel de inglés para realizar conversaciones técnicas sobre software?,¿Se considera usted parte de una minoría racial o étnica?,¿Cuantos hijos tiene?,¿En que ciudad de Colombia vive?
1/13/2016 11:24:53,empresa Colombiana con mercado global,otro,más de 10,no,80 - 90%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,2 años,3 - 5 años,PHP,empleado,universitario,si,no,si,pregrado,pesos,"$49,400,000.00","$23,400,000.00",mi empleador,mi empleador,no tengo,no,0,si,29,el,básico,no,0,Bogotá
1/13/2016 11:26:21,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,JavaScript,contratista,universitario,si,si,si,maestria,dolares,"$38,400.00","$14,800.00",yo,yo,no tengo,no,0,si,30,el,avanzado,no,0,Medellin
1/13/2016 11:27:14,empresa Colombiana con mercado Colombiano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,no,90 - 100%,90 - 100%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,1 año,JavaScript,freelance,universitario,si,no,si,pregrado,pesos,"$12,000,000.00","$8,400,000.00",yo,yo,no tengo,soy independiente,200000,no,23,el,básico,no,0,Montería
1/13/2016 11:28:01,empresa Colombiana con mercado global,consultoría y servicios de desarrollo de software a la medida,más de 10,no,40 - 50%,10 - 20%,20 - 30%,10 - 20%,5 - 10 años,10 - 15 años,Java,empleado,universitario,si,si,si,pregrado,pesos,"$70,000,000.00",$0.00,mi empleador,mi empleador,no tengo,no,0,si,35,el,avanzado,no,0,Envigado
1/13/2016 11:29:25,empresa extranjera,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,no,80 - 90%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,Swift (Apple programming language),empleado,universitario,si,si,si,maestria,pesos,"$85,000,000.00","$84,000,000.00",mi empleador,mi empleador,no tengo,no,0,si,31,el,intermedio,no,0,Bogotá
1/13/2016 11:30:19,empresa Colombiana con mercado latinoamericano,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,no,30 - 40%,30 - 40%,10 - 20%,0 - 10%,3 - 5 años,5 - 10 años,Ruby,empleado,universitario,si,no,si,pregrado,pesos,"$99,000,000.00","$68,000,000.00",mi empleador,mi empleador,no tengo,si,2000000,si,34,el,básico,no,3,Bogotá
1/13/2016 11:30:32,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,más de 10,no,30 - 40%,10 - 20%,60 - 70%,no tengo responsabilidades gerenciales,2 años,10 - 15 años,C#,empleado,universitario,no,si,si,pregrado,pesos,"$49,400,000.00","$65,000,000.00",mi empleador,mi empleador,no tengo,no,0,no,32,el,intermedio,no,1,Medellin
1/13/2016 11:30:53,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,3 - 5 años,swift,contratista,universitario,si,no,si,pregrado,pesos,"$56,500,000.00","$34,000,000.00",mi empleador,mi empleador,no tengo,no,0,si,24,el,intermedio,no,0,Bogotá
1/13/2016 11:31:45,empresa Colombiana con mercado EEUU,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,no,60 - 70%,40 - 50%,60 - 70%,no tengo responsabilidades gerenciales,2 años,3 - 5 años,Java,empleado,universitario,si,no,si,pregrado,pesos,"$2,500,000.00","$1,800,000.00",mi empleador,mi empleador,no tengo,no,0,no,28,el,avanzado,no,0,Medellin
1/13/2016 11:32:22,empresa Colombiana con mercado latinoamericano,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,Java,empleado,universitario,si,no,si,pregrado,pesos,"$44,200,000.00","$20,000,000.00",mi empleador,mi empleador,no tengo,no,0,no,28,el,básico,no,1,Medellin
1/13/2016 11:32:41,empresa Colombiana con mercado global,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,80 - 90%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,1 año,10 - 15 años,Java,empleado,universitario,si,no,si,pregrado,pesos,"$82,616,000.00","$58,500,000.00",mi empleador,mi empleador,no tengo,no,0,si,32,el,avanzado,no,0,Medellin
1/13/2016 11:32:50,soy independiente (freelance),soy independiente,soy independiente,no,60 - 70%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,1 año,1 año,JavaScript,freelance,universitario,si,no,si,bachiller,pesos,$0.00,"$4,800,000.00",yo,no tengo,no tengo,soy independiente,3000000,no,20,el,básico,Afrocolombiano o Afrodescendiente,0,Montería
1/13/2016 11:37:42,empresa extranjera,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",5 - 10,no,90 - 100%,no tengo responsabilidades de este tipo,30 - 40%,no tengo responsabilidades gerenciales,1 año,5 - 10 años,Erlang,empleado,universitario,si,si,si,maestria,pesos,"$66,000,000.00","$42,000,000.00",mi empleador,mi empleador,no tengo,si,1500000,si,29,el,avanzado,no,0,Cali
1/13/2016 11:38:02,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,50 - 60%,20 - 30%,30 - 40%,no tengo responsabilidades gerenciales,1 año,2 años,Java,empleado,universitario,si,no,si,pregrado,pesos,"$1,700,000.00",$0.00,mi empleador,mi empleador,no tengo,no,0,no,33,el,intermedio,no,0,Bogota
1/13/2016 11:40:21,empresa Colombiana con mercado latinoamericano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",5 - 10,no,70 - 80%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,1 año,5 - 10 años,JavaScript,empleado,universitario,si,no,si,pregrado,pesos,"$42,000,000.00","$24,300,000.00",mi empleador,mi empleador,no tengo,no,0,no,32,el,intermedio,no,0,	Medellín
1/13/2016 11:41:25,empresa Colombiana con mercado Colombiano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,no,80 - 90%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,2 años,Java,empleado,universitario,si,no,no,pregrado,pesos,"$24,000,000.00","$23,000,000.00",mi empleador,mi empleador,no tengo,no,0,no,25,el,ninguno,no,0,Bogotá
1/13/2016 11:42:01,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,más de 10,no,80 - 90%,no tengo responsabilidades de este tipo,10 - 20%,20 - 30%,menos de 1 año,2 años,Java,empleado,universitario,si,no,si,pregrado,pesos,"$2,800,000.00","$1,500,000.00",mi empleador,mi empleador,no tengo,si,400000,no,25,ella,básico,no,0,Medellín
1/13/2016 11:44:04,empresa Colombiana con mercado EEUU,otro,más de 10,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,3 - 5 años,más de 15 años,HTML/CSS,empleado,técnico,no,no,si,bachiller,pesos,"$54,000,000.00","$42,000,000.00",mi empleador,mi empleador,no tengo,si,50000000,no,39,el,intermedio,no,2,Bogotá
1/13/2016 11:44:18,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,2 - 5,si,60 - 70%,30 - 40%,40 - 50%,0 - 10%,10 - 15 años,10 - 15 años,Java,contratista,universitario,si,si,si,maestria,pesos,"$80,000,000.00","$40,000,000.00",yo,yo,no tengo,soy independiente,0,si,36,el,intermedio,no,1,Bogotá D.C.
1/13/2016 11:45:00,empresa extranjera,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,no,80 - 90%,0 - 10%,20 - 30%,no tengo responsabilidades gerenciales,2 años,5 - 10 años,Objective-C,contratista,universitario,si,no,si,pregrado,dolares,"$60,000.00","$25,000.00",yo,yo,5 - 10%,si,4000,si,26,ella,intermedio,no,0,Bogotá 
1/13/2016 11:45:18,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,menos de 1,si,70 - 80%,10 - 20%,10 - 20%,no tengo responsabilidades gerenciales,menos de 1 año,más de 15 años,C#,empleado,ningúno,no,no,no,bachiller,pesos,"$28,000,000.00","$38,400,000.00",mi empleador,mi empleador,mas de 20%,no,0,no,33,el,intermedio,no,4,Cartagena
1/13/2016 11:45:29,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,2 - 5,si,30 - 40%,40 - 50%,20 - 30%,40 - 50%,3 - 5 años,5 - 10 años,PHP,empleado,universitario,si,no,si,pregrado,pesos,"$70,000,000.00","$45,000,000.00",mi empleador,mi empleador,mas de 20%,si,15000000,si,27,el,básico,no,0,bogota
1/13/2016 11:46:17,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,60 - 70%,10 - 20%,20 - 30%,0 - 10%,1 año,5 - 10 años,Objective-C,empleado,universitario,si,no,si,pregrado,pesos,"$37,000,000.00","$37,000,000.00",mi empleador,mi empleador,no tengo,no,0,si,33,el,intermedio,no,0,Bogota
1/13/2016 11:46:37,empresa Colombiana con mercado Colombiano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,no,50 - 60%,10 - 20%,50 - 60%,0 - 10%,2 años,3 - 5 años,PHP,empleado,universitario,si,no,si,pregrado,pesos,"$2,200,000.00","$1,600,000.00",mi empleador,mi empleador,no tengo,si,1200000,no,31,el,básico,no,1,Pereira
1/13/2016 11:46:49,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,más de 10,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,2 años,5 - 10 años,PHP,empleado,universitario,si,no,si,pregrado,pesos,"$30,000,000.00","$40,000,000.00",mi empleador,mi empleador,no tengo,si,4000000,no,29,el,intermedio,no,0,Bogota
1/13/2016 11:49:26,empresa Colombiana con mercado latinoamericano,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,50 - 60%,10 - 20%,20 - 30%,no tengo responsabilidades gerenciales,3 - 5 años,5 - 10 años,JavaScript,contratista,universitario,si,no,si,pregrado,pesos,"$16,200,000.00",$0.00,yo,yo,no tengo,si,4000000,no,23,el,intermedio,no,0,Cali
1/13/2016 11:50:05,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,más de 10,no,70 - 80%,10 - 20%,10 - 20%,no tengo responsabilidades gerenciales,5 - 10 años,5 - 10 años,Java,empleado,técnico,si,no,si,pregrado,pesos,"$25,000,000.00","$10,000,000.00",mi empleador,mi empleador,no tengo,no,0,si,33,el,intermedio,no,0,Cali
1/13/2016 11:50:24,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,no,80 - 90%,0 - 10%,0 - 10%,no tengo responsabilidades gerenciales,1 año,3 - 5 años,Java,contratista,universitario,si,no,si,pregrado,pesos,"$3,185,000.00","$2,075,000.00",mi empleador,mi empleador,no tengo,no,0,no,26,ella,básico,no,0,Bogota
1/13/2016 11:51:02,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,1,no,80 - 90%,10 - 20%,10 - 20%,no tengo responsabilidades gerenciales,1 año,3 - 5 años,Ruby,empleado,universitario,si,no,si,pregrado,pesos,"$52,000,000.00","$35,000,000.00",mi empleador,mi empleador,no tengo,si,8000000,si,24,el,avanzado,no,0,Bogota
1/13/2016 11:54:07,empresa extranjera,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",5 - 10,no,70 - 80%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,1 año,3 - 5 años,JavaScript,empleado,universitario,si,no,si,pregrado,dolares,"$85,000,000.00","$33,600,000.00",yo,yo,menos de 0.5%,no,2000000,si,25,ella,intermedio,no,0,Medellín
1/13/2016 11:55:00,empresa Colombiana con mercado global,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",5 - 10,no,70 - 80%,0 - 10%,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,3 - 5 años,JavaScript,empleado,universitario,si,no,si,pregrado,pesos,"$49,000,000.00","$15,000,000.00",mi empleador,mi empleador,no tengo,si,1000000,si,24,el,básico,no,0,Medellín
1/13/2016 11:56:01,empresa Colombiana con mercado latinoamericano,otro,más de 10,no,90 - 100%,0 - 10%,30 - 40%,no tengo responsabilidades gerenciales,2 años,5 - 10 años,PHP,empleado,universitario,si,no,si,pregrado,pesos,"$45,000,000.00","$31,000,000.00",mi empleador,mi empleador,no tengo,si,1500000,si,37,el,básico,no,2,Bogotá
1/13/2016 11:56:13,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,60 - 70%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,2 años,Ruby,freelance,universitario,si,no,si,pregrado,dolares,"$70,000.00","$16,000.00",yo,yo,no tengo,si,4000,si,24,el,avanzado,no,0,Bogota
1/13/2016 11:56:54,empresa Colombiana con mercado Colombiano,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",5 - 10,no,90 - 100%,40 - 50%,0 - 10%,no tengo responsabilidades gerenciales,2 años,3 - 5 años,PHP,empleado,técnico,si,no,si,pregrado,pesos,"$18,000,000.00","$6,000,000.00",mi empleador,mi empleador,no tengo,si,0,no,28,el,básico,no,0,Medellin
1/13/2016 12:00:14,empresa Colombiana con mercado global,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,si,50 - 60%,30 - 40%,20 - 30%,20 - 30%,2 años,3 - 5 años,Swift,empleado,ningúno,si,no,si,bachiller,pesos,"$6,000,000.00",$0.00,mi empleador,mi empleador,mas de 20%,no,0,si,23,el,avanzado,no,0,Medellín
1/13/2016 12:01:19,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,más de 10,no,70 - 80%,80 - 90%,90 - 100%,90 - 100%,2 años,5 - 10 años,PHP,contratista,universitario,si,si,si,maestria,pesos,"$37,000,000.00","$26,600,000.00",yo,yo,no tengo,si,7000000,si,29,el,básico,no,0,Manizales
1/13/2016 12:02:26,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,no,90 - 100%,0 - 10%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,10 - 15 años,10 - 15 años,Java,empleado,universitario,si,si,si,maestria,pesos,"$53,000,000.00","$53,000,000.00",mi empleador,mi empleador,no tengo,no,0,no,36,el,intermedio,no,0,Medellín
1/13/2016 12:05:09,empresa Colombiana con mercado Colombiano,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",2 - 5,no,90 - 100%,0 - 10%,0 - 10%,no tengo responsabilidades gerenciales,2 años,3 - 5 años,JavaScript,empleado,universitario,si,no,si,pregrado,pesos,"$24,000,000.00","$6,000,000.00",mi empleador,mi empleador,no tengo,si,2000000,no,25,el,avanzado,no,0,Cali
1/13/2016 12:05:29,empresa Colombiana con mercado EEUU,otro,más de 10,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,3 - 5 años,5 - 10 años,Erlang,empleado,universitario,si,no,si,pregrado,pesos,"$41,000,000.00","$35,000,000.00",mi empleador,yo,no tengo,no,0,no,29,el,avanzado,no,0,Cali
1/13/2016 12:05:32,empresa Colombiana con mercado Colombiano,otro,más de 10,no,90 - 100%,50 - 60%,70 - 80%,20 - 30%,3 - 5 años,3 - 5 años,PHP,empleado,universitario,si,no,si,pregrado,pesos,"$40,000,000.00","$40,000,000.00",mi empleador,mi empleador,no tengo,si,5000000,no,25,el,intermedio,no,1,Bogota
1/13/2016 12:05:53,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,si,70 - 80%,0 - 10%,30 - 40%,10 - 20%,menos de 1 año,3 - 5 años,Java,empleado,universitario,si,no,si,pregrado,pesos,"$39,000,000.00","$29,000,000.00",mi empleador,mi empleador,no tengo,no,0,no,34,el,intermedio,no,1,Bogota
1/13/2016 12:06:45,soy independiente (freelance),"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,no,90 - 100%,20 - 30%,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,1 año,JavaScript,freelance,universitario,si,no,si,pregrado,dolares,"$10,000.00",$0.00,yo,yo,10 - 20%,si,5000,no,22,el,avanzado,Afrocolombiano o Afrodescendiente,0,cali
1/13/2016 12:09:01,empresa extranjera,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",2 - 5,no,70 - 80%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,2 años,5 - 10 años,Java,empleado,universitario,si,si,si,pregrado,pesos,"$4,500,000.00","$3,000,000.00",mi empleador,mi empleador,no tengo,no,0,no,29,el,avanzado,no,0,Bogotá
1/13/2016 12:10:53,soy independiente (freelance),soy independiente,soy independiente,no,70 - 80%,0 - 10%,0 - 10%,no tengo responsabilidades gerenciales,1 año,2 años,JavaScript,freelance,universitario,si,no,si,pregrado,pesos,"$36,960,000.00","$28,800,000.00",yo,yo,no tengo,soy independiente,7100000,si,24,ella,avanzado,no,0,Cali
1/13/2016 12:11:41,empresa Colombiana con mercado EEUU,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,no,70 - 80%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,5 - 10 años,5 - 10 años,JavaScript,empleado,técnico,no,no,si,pregrado,pesos,"$110,000,000.00","$96,000,000.00",mi empleador,mi empleador,no tengo,no,0,si,38,el,avanzado,no,3,Bogotá
1/13/2016 12:11:49,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,1,no,90 - 100%,30 - 40%,30 - 40%,0 - 10%,5 - 10 años,5 - 10 años,JavaScript,empleado,universitario,si,no,no,pregrado,pesos,"$90,000,000.00","$70,000,000.00",mi empleador,mi empleador,no tengo,no,11000000,si,29,el,avanzado,no,0,Bogotá
1/13/2016 12:12:19,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,1,no,80 - 90%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,3 - 5 años,2 años,Ruby,contratista,técnico,si,no,no,pregrado,pesos,"$42,000,000.00","$30,000,000.00",yo,yo,no tengo,no,0,si,25,el,básico,no,0,Medellin
1/13/2016 12:17:47,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,más de 10,no,90 - 100%,no tengo responsabilidades de este tipo,30 - 40%,10 - 20%,5 - 10 años,5 - 10 años,PHP,contratista,universitario,no,si,si,pregrado,pesos,"$60,000,000.00","$48,000,000.00",yo,yo,no tengo,si,20000000,si,23,el,avanzado,no,0,Bogota
1/13/2016 12:23:26,soy independiente (freelance),soy independiente,soy independiente,no,70 - 80%,10 - 20%,0 - 10%,0 - 10%,3 - 5 años,5 - 10 años,PHP,freelance,universitario,si,no,si,pregrado,pesos,"$42,000,000.00","$18,000,000.00",yo,yo,no tengo,soy independiente,10000000,si,31,el,intermedio,no,1,Medellin
1/13/2016 12:29:32,empresa extranjera,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",2 - 5,no,90 - 100%,20 - 30%,50 - 60%,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,Java,contratista,universitario,si,no,si,pregrado,dolares,"$108,000.00","$24,000.00",yo,yo,no tengo,no,0,si,32,el,intermedio,no,0,Sabaneta
1/13/2016 12:30:35,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,5 - 10,si,80 - 90%,10 - 20%,10 - 20%,0 - 10%,1 año,10 - 15 años,C#,empleado,universitario,si,no,si,pregrado,pesos,"$45,000,000.00","$55,000,000.00",mi empleador,mi empleador,mas de 20%,no,0,si,35,el,intermedio,no,2,bogota
1/13/2016 12:31:33,soy independiente (freelance),consultoría y servicios de desarrollo de software a la medida,2 - 5,si,40 - 50%,20 - 30%,10 - 20%,0 - 10%,5 - 10 años,5 - 10 años,HTML/CSS,freelance,universitario,si,no,si,pregrado,pesos,"$24,000,000.00","$28,800,000.00",yo,yo,mas de 20%,si,3000000,no,34,el,básico,no,1,Bogota
1/13/2016 12:32:20,empresa Colombiana con mercado global,consultoría y servicios de desarrollo de software a la medida,más de 10,no,10 - 20%,80 - 90%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,5 - 10 años,5 - 10 años,Java,empleado,ningúno,si,no,si,bachiller,pesos,"$55,000,000.00","$5,000,000.00",mi empleador,mi empleador,no tengo,no,0,si,27,el,intermedio,no,1,Medellín
1/13/2016 12:33:13,empresa Colombiana con mercado latinoamericano,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,80 - 90%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,3 - 5 años,5 - 10 años,PHP,empleado,universitario,si,no,si,pregrado,pesos,"$30,000,000.00","$45,000,000.00",mi empleador,mi empleador,no tengo,no,0,no,28,el,intermedio,no,0,Cali
1/13/2016 12:34:01,empresa Colombiana con mercado Colombiano,otro,más de 10,no,60 - 70%,no tengo responsabilidades de este tipo,20 - 30%,no tengo responsabilidades gerenciales,3 - 5 años,2 años,Java,contratista,universitario,si,no,si,pregrado,pesos,"$60,000,000.00","$36,000,000.00",yo,yo,no tengo,si,10000000,no,28,el,intermedio,no,0,Bogotá
1/13/2016 12:34:23,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,60 - 70%,0 - 10%,10 - 20%,no tengo responsabilidades gerenciales,1 año,10 - 15 años,PHP,contratista,universitario,si,si,si,pregrado,dolares,"$63,360.00","$16,800.00",yo,yo,no tengo,no,0,si,40,el,avanzado,no,2,Chía
1/13/2016 12:36:55,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,90 - 100%,0 - 10%,20 - 30%,no tengo responsabilidades gerenciales,3 - 5 años,5 - 10 años,PLSQL,empleado,universitario,si,si,si,maestria,pesos,"$3,750,000.00","$3,500,000.00",mi empleador,mi empleador,no tengo,no,0,no,34,el,intermedio,no,1,Bogota
1/13/2016 12:37:05,empresa Colombiana con mercado latinoamericano,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,50 - 60%,10 - 20%,0 - 10%,20 - 30%,3 - 5 años,3 - 5 años,PHP,empleado,universitario,si,no,si,pregrado,pesos,"$31,200,000.00",$0.00,mi empleador,mi empleador,no tengo,no,0,no,29,el,intermedio,no,1,Santiago de Cali
1/13/2016 12:39:22,empresa Colombiana con mercado Colombiano,otro,2 - 5,no,70 - 80%,20 - 30%,50 - 60%,no tengo responsabilidades gerenciales,1 año,3 - 5 años,Java,contratista,universitario,si,si,si,maestria,pesos,"$27,000,000.00","$18,000,000.00",yo,yo,no tengo,no,0,no,27,el,avanzado,no,0,Bogotá
1/13/2016 12:42:04,empresa Colombiana con mercado latinoamericano,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,90 - 100%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,2 años,2 años,Java,empleado,universitario,si,no,si,pregrado,pesos,"$21,600,000.00","$26,400,000.00",mi empleador,mi empleador,no tengo,no,0,no,32,el,intermedio,no,0,Cali
1/13/2016 12:43:30,empresa Colombiana con mercado global,consultoría y servicios de desarrollo de software a la medida,más de 10,no,80 - 90%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,1 año,2 años,Java,empleado,universitario,si,no,si,pregrado,pesos,"$10,400,000.00","$7,800,000.00",mi empleador,mi empleador,no tengo,no,0,no,23,el,avanzado,no,0,Soacha
1/13/2016 12:48:47,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,5 - 10,si,40 - 50%,0 - 10%,30 - 40%,30 - 40%,5 - 10 años,10 - 15 años,Elixir,contratista,universitario,si,no,si,pregrado,dolares,"$40,000.00","$10,009.00",yo,yo,mas de 20%,no,0,si,36,el,avanzado,no,1,Manizales
1/13/2016 12:49:47,empresa Colombiana con mercado latinoamericano,consultoría y servicios de desarrollo de software a la medida,más de 10,no,50 - 60%,no tengo responsabilidades de este tipo,30 - 40%,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,PHP,empleado,universitario,si,no,si,pregrado,pesos,"$2,500,000.00","$2,300,000.00",mi empleador,mi empleador,no tengo,si,0,no,29,el,intermedio,no,0,Medellin
1/13/2016 12:50:06,empresa Colombiana con mercado EEUU,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",1,no,70 - 80%,10 - 20%,10 - 20%,no tengo responsabilidades gerenciales,menos de 1 año,3 - 5 años,Swift,contratista,universitario,si,no,si,pregrado,pesos,"$48,000,000.00","$62,400,000.00",yo,yo,no tengo,si,10000000,no,27,el,intermedio,no,0,Bogotá
1/13/2016 12:59:33,empresa Colombiana con mercado latinoamericano,consultoría y servicios de desarrollo de software a la medida,más de 10,no,40 - 50%,10 - 20%,10 - 20%,10 - 20%,2 años,3 - 5 años,C#,empleado,universitario,si,no,si,pregrado,pesos,"$26,000,000.00","$240,000.00",mi empleador,mi empleador,10 - 20%,si,1000000,no,28,el,básico,no,1,Manizales
1/13/2016 13:05:46,empresa extranjera,"servicio no tecnológico (banca, seguros, contabilidad, etc)",5 - 10,no,20 - 30%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,2 años,5 - 10 años,C#,empleado,técnico,si,no,si,bachiller,pesos,"$42,000,000.00","$36,000,000.00",mi empleador,mi empleador,no tengo,si,36000000,si,32,el,avanzado,no,1,Bogotá
